Sample,ContigName,RelAbundance,Order,Family,crAssphage,LifeCycle,ViralCluster,CRISPRMatch,Reads,Treatment
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_133_length_3787_cov_2_199180-cat_2,0.000217036,Caudovirales,Siphoviridae,N,lysogenic,Outlier,NA,123,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_40_length_11143_cov_3_852941-cat_1,0.000218247,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,393,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_253_length_3837_cov_2_776011-cat_2,0.000220287,Unassigned,Unassigned,N,lysogenic,Outlier,NA,137,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_10_length_58566_cov_7_491538-cat_1,0.000220524,Caudovirales,Siphoviridae,N,lysogenic,143_0,NA,1967,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_18_length_4569_cov_2_057632-cat_2,0.000220761,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,144,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_39_length_9085_cov_28_511610-cat_2,0.000221018,Unassigned,Unassigned,N,lytic,Outlier,NA,318,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_6_length_11214_cov_2_463967-cat_2,0.000221834,Unassigned,Unassigned,N,lytic,890_0,NA,369,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_328_length_5033_cov_3_684468-cat_2,0.000223331,Caudovirales,Myoviridae,N,lysogenic,Singleton,NA,164,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_11_length_6324_cov_2_336776-cat_2,0.000224546,Unassigned,Unassigned,N,lytic,570_0,NA,219,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_98_length_12305_cov_3_934472-cat_2,0.000224699,Caudovirales,Myoviridae,N,lysogenic,572_0,NA,414,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_82_length_8057_cov_3_550315-cat_2,0.000227015,Caudovirales,Caudovirales,N,lytic,Overlap,Parabacteroides,281,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_524_length_3671_cov_2_412810-cat_2,0.000227858,Unassigned,Unassigned,N,lytic,793_0,Bifidobacterium,143,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_496_length_3824_cov_3_481650-cat_2,0.0002284,Caudovirales,Siphoviridae,N,lytic,174_0,NA,142,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_40_length_23108_cov_3_871981-cat_2,0.000228538,Caudovirales,Siphoviridae,N,lytic,854_0,Parabacteroides,797,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_6_length_89254_cov_9_933208-cat_2,0.000229751,Caudovirales,Podoviridae,N,lytic,318_0,Parabacteroides,3035,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_65_length_4252_cov_1_555879-cat_2,0.000230527,Unassigned,Unassigned,N,lytic,748_0,NA,142,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_306_length_3359_cov_3_966894-cat_1,0.000232053,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,117,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_13_length_6317_cov_6_423748-circular-cat_2,0.000233291,no_order_Microviridae,Microviridae,N,lytic,685_0,Bacteroides,211,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_36_length_10560_cov_2_688201-cat_2,0.000234952,Caudovirales,Caudovirales,N,lysogenic,654_0,Bacteroides,374,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_30_length_6763_cov_23_268837-cat_1,0.000235142,Caudovirales,Podoviridae,N,lytic,58_0,NA,234,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_12_length_13477_cov_16_770262-cat_2,0.000235799,Caudovirales,Caudovirales,N,lytic,595_0,NA,469,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_290_length_5558_cov_3_754373-cat_2,0.000236699,Caudovirales,Caudovirales,N,lytic,Outlier,NA,204,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_29_length_4264_cov_2_903553-cat_2,0.000238193,Unassigned,Unassigned,N,lytic,Outlier,NA,148,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_94_length_3587_cov_2_760405-circular-cat_2,0.000238344,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,135,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_8_length_7754_cov_2_316114-cat_2,0.00023951,Caudovirales,Podoviridae,N,lytic,Overlap,NA,271,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_219_length_6751_cov_3_357186-cat_2,0.000239753,Unassigned,Unassigned,N,lytic,Singleton,NA,277,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_129_length_9963_cov_3_426393-cat_2,0.000240073,Caudovirales,Siphoviridae,N,lytic,773_0,Turicibacter,351,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_194_length_7443_cov_3_618644-cat_2,0.000240386,Caudovirales,Siphoviridae,N,lytic,Singleton,Ruminococcus,289,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_13_length_30362_cov_9_081462-cat_2,0.000242928,Caudovirales,Siphoviridae,N,lytic,694_0,Absiella,1080,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_21_length_5476_cov_2_769490-cat_2,0.000242977,Caudovirales,Siphoviridae,N,lytic,319_0,NA,198,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_155_length_3187_cov_1_889869-cat_2,0.00024547,Unassigned,Unassigned,N,lytic,Outlier,NA,115,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_55_length_5823_cov_3_531777-cat_1,0.000246859,Unassigned,Unassigned,N,lytic,759_0,NA,212,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_77_length_14584_cov_3_946808-cat_3,0.000248626,Unassigned,Unassigned,N,lytic,Singleton,NA,538,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_18_length_15402_cov_5_850213-cat_2,0.000249513,Caudovirales,Podoviridae,N,lysogenic,654_0,Bacteroides,576,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_3_length_8942_cov_3_633466-cat_2,0.000250863,Caudovirales,Caudovirales,N,lysogenic,654_0,Bacteroides,335,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_52_length_18497_cov_3_901252-cat_2,0.000250968,Caudovirales,Siphoviridae,N,lytic,Outlier,Eubacterium,701,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_17_length_48502_cov_6_520186-cat_1,0.000251737,Caudovirales,Siphoviridae,N,lysogenic,528_0,Bacteroides,1969,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_120_length_10714_cov_4_020497-cat_2,0.000252505,Caudovirales,Siphoviridae,N,lysogenic,Singleton,NA,404,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_75_length_5220_cov_1_848812-cat_2,0.000252622,Caudovirales,Siphoviridae,N,lytic,Outlier,Alistipes,203,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_316_length_3259_cov_2_933908-cat_2,0.000253726,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,127,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_7_length_26000_cov_15_682217-cat_1,0.00025446,Caudovirales,Siphoviridae,N,lysogenic,654_0,Bacteroides,1009,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_10_length_34603_cov_5_636994-cat_1,0.000255102,Caudovirales,Siphoviridae,N,lysogenic,528_0,Bacteroides,1423,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_108_length_11584_cov_3_899450-cat_1,0.00025685,Caudovirales,Podoviridae,N,lytic,624_0,Bifidobacterium,475,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_241_length_4028_cov_2_661369-cat_2,0.000257418,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,163,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_78_length_4447_cov_2_631019-cat_2,0.000259113,Unassigned,Unassigned,N,lytic,Outlier,NA,170,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_65_length_16141_cov_4_121394-cat_2,0.000259376,Caudovirales,Siphoviridae,N,lytic,349_0,NA,615,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_45_length_20968_cov_3_823953-cat_1,0.000260938,Caudovirales,Siphoviridae,N,lysogenic,Outlier,Faecalibacterium,886,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_439_length_4150_cov_3_827989-cat_2,0.000261421,Unassigned,Unassigned,N,lytic,Singleton,Olsenella,181,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_37_length_8573_cov_4_528771-cat_2,0.000262138,Caudovirales,Podoviridae,N,lysogenic,654_0,Bacteroides,333,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_42_length_22560_cov_9_789997-cat_2,0.000263664,Caudovirales,Siphoviridae,N,lytic,694_0,Absiella,870,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_142_length_5955_cov_3_572581-circular-cat_2,0.000265227,no_order_Microviridae,Microviridae,N,lytic,602_0,NA,226,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_51_length_8991_cov_2_202843-cat_2,0.00026568,Caudovirales,Siphoviridae,N,lysogenic,Outlier,NA,359,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_143_length_4732_cov_18_712921-cat_2,0.000265851,Unassigned,Unassigned,N,lytic,Outlier,Alistipes,200,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_18_length_46702_cov_6_954632-cat_2,0.000268401,Caudovirales,Podoviridae,N,lytic,723_0,Parabacteroides,1900,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_59_length_17150_cov_4_028080-cat_1,0.000269544,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,736,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_26_length_29150_cov_4_253282-cat_1,0.000269781,Caudovirales,Siphoviridae,N,lytic,555_0,NA,1223,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_50_length_9068_cov_3_741416-cat_2,0.000269992,Caudovirales,Podoviridae,N,lytic,837_0,NA,366,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_117_length_10953_cov_3_748845-cat_2,0.000271422,Caudovirales,Caudovirales,N,lytic,Outlier,Porphyromonas,469,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_36_length_13381_cov_3_001962-cat_2,0.000271452,Caudovirales,Podoviridae,N,lytic,723_0,NA,542,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_280_length_5725_cov_5_605931-cat_2,0.000271661,Caudovirales,Caudovirales,N,lytic,716_0,Parabacteroides,234,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_106_length_11948_cov_4_248710-cat_2,0.000272678,Caudovirales,Podoviridae,N,lytic,57_0,NA,489,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_35_length_4830_cov_2_419945-cat_2,0.000273228,Unassigned,Unassigned,N,lytic,527_0,NA,202,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_13_length_5335_cov_1045_769201-cat_1,0.000273868,Caudovirales,Podoviridae,N,lytic,Outlier,NA,218,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_47_length_20328_cov_6_517252-cat_2,0.000274221,Caudovirales,Caudovirales,N,lytic,762_0,Parabacteroides,838,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_1_length_13028_cov_5_714208-cat_2,0.000274337,Caudovirales,Myoviridae,N,lytic,595_0,NA,541,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_137_length_5419_cov_2_643613-cat_2,0.000278063,Caudovirales,Podoviridae,N,lytic,Outlier,NA,226,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_174_length_4673_cov_2_622965-cat_2,0.000280055,Unassigned,Unassigned,N,lytic,841_0,NA,190,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_22_length_4148_cov_1_810744-cat_2,0.000281271,Unassigned,Unassigned,N,lytic,772_0,NA,179,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_4_length_7654_cov_2_015810-cat_2,0.000281332,Unassigned,Unassigned,N,lytic,748_0,NA,309,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_44_length_11667_cov_3_322617-cat_2,0.000282035,Unassigned,Unassigned,N,lytic,886_0,NA,478,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_56_length_3084_cov_2_205276-cat_2,0.000282435,Unassigned,crAssphage,Y,lytic,Outlier,NA,131,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_6_length_26227_cov_35_958199-cat_1,0.000283535,Caudovirales,Siphoviridae,N,lytic,529_0,Bacteroides,1133,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_43_length_4028_cov_2_061523-cat_2,0.000284028,Unassigned,Unassigned,N,lytic,Outlier,NA,165,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_23_length_33281_cov_4_449327-cat_1,0.000284152,Caudovirales,Siphoviridae,N,lytic,731_0,Blautia,1403,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_165_length_3019_cov_2_989627-cat_1,0.000286945,Unassigned,Unassigned,N,lytic,760_0,NA,133,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_126_length_4016_cov_3_553098-cat_2,0.000287637,Unassigned,Unassigned,N,lytic,Overlap,NA,177,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_30_length_26621_cov_4_246584-cat_3,0.00028785,Caudovirales,Myoviridae,N,lytic,Singleton,NA,1115,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_43_length_22003_cov_4_447705-cat_3,0.000288294,Caudovirales,Caudovirales,N,lytic,Singleton,NA,915,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_57_length_18013_cov_4_118808-cat_2,0.000290054,Caudovirales,Siphoviridae,N,lytic,254_0,Faecalibacterium,889,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_139_length_9445_cov_9_859734-circular-cat_2,0.00029009,Unassigned,Unassigned,N,lysogenic,717_0,NA,434,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_282_length_5677_cov_4_523604-cat_2,0.000292019,Unassigned,Unassigned,N,lysogenic,Singleton,NA,251,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_24_length_11128_cov_6_902736-cat_2,0.000292598,Caudovirales,Podoviridae,N,lysogenic,654_0,Bacteroides,481,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_95_length_12472_cov_4_817740-cat_2,0.000294894,Caudovirales,Siphoviridae,N,lytic,352_0,NA,539,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_15_length_11375_cov_7_230708-cat_2,0.000295031,Unassigned,Unassigned,N,lytic,748_0,NA,490,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_129_length_3478_cov_192_334527-cat_2,0.000295227,Caudovirales,Caudovirales,N,lytic,Outlier,NA,165,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_147_length_9015_cov_4_703645-cat_3,0.000295549,Unassigned,Unassigned,N,lytic,Singleton,NA,392,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_29_length_28150_cov_3_512365-cat_2,0.000296298,Caudovirales,Myoviridae,N,lytic,256_0,NA,1455,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_6_length_14109_cov_3_417608-cat_2,0.000297483,Caudovirales,Myoviridae,N,lytic,618_0,NA,609,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_1_length_57294_cov_124_944741-circular-cat_1,0.000298772,Caudovirales,Siphoviridae,N,lysogenic,529_0,Bacteroides,2577,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_178_length_4941_cov_2_360615-cat_2,0.00029957,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,219,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_62_length_16601_cov_4_395508-cat_3,0.000300406,Herpesvirales,Herpesviridae,N,lytic,Singleton,NA,732,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_55_length_18153_cov_10_241041-cat_2,0.000300545,Caudovirales,Siphoviridae,N,lytic,Overlap,Bifidobacterium,886,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_56_length_18023_cov_4_748603-cat_1,0.000300708,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,798,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_2_length_42011_cov_6_734099-cat_2,0.00030231,Caudovirales,Podoviridae,N,lytic,570_0,NA,1851,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_115_length_3288_cov_1_874407-cat_1,0.000303146,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,153,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_71_length_15510_cov_4_814210-cat_3,0.000303574,Caudovirales,Caudovirales,N,lytic,Singleton,NA,702,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_258_length_6033_cov_3_806129-circular-cat_2,0.000304506,Unassigned,Unassigned,N,lytic,Singleton,Alistipes,280,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_634_length_3215_cov_4_695093-cat_2,0.000304746,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,153,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_507_length_3735_cov_4_487528-cat_2,0.000308809,Caudovirales,Caudovirales,N,lytic,Overlap,NA,198,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_53_length_18267_cov_6_443109-cat_2,0.000308871,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,901,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_32_length_26304_cov_4_250363-cat_1,0.000308901,Caudovirales,Myoviridae,N,lytic,Outlier,NA,1375,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_652_length_3141_cov_4_484406-cat_2,0.00031387,Unassigned,Unassigned,N,lytic,Singleton,NA,143,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_404_length_4419_cov_4_989282-cat_2,0.000314827,Caudovirales,Siphoviridae,N,lytic,Singleton,Faecalibacterium,208,UC_Stock
